ID,Rendimentos [%]
812,29.7607443220004
609,22.54402571941233
805,22.462552090131098
810,19.90308944728746
803,18.84774715924561
714,17.47065688711581
1145,17.05073186667394
520,16.12657107214186
1042,14.86353526967579
918,14.445242889167687
577,13.628851896905669
808,12.97605524192933
788,12.765790453035262
797,11.637875794848325
767,11.601457100191006
780,10.66349156097092
775,10.616895243316911
1098,10.300221425114993
726,10.134863429755265
973,9.934369473249374
784,9.741997965417562
1018,9.472625586785993
778,9.45479230961081
774,9.301050088045185
443,9.148828189554955
791,8.886972956528417
569,8.246592033094654
452,8.24142437122382
89,8.187495750948209
731,8.058336815326369
316,8.005182276623643
607,7.931288448019594
379,7.687710904380593
744,7.683513037192226
31,7.674226896791776
10,7.651015839931835
886,7.597168038708632
608,7.555020439906901
576,7.501198092721159
613,7.447856261074007
1065,7.393114958865354
315,7.373785555552473
552,7.33837938527694
29,7.322406503825706
588,7.283032351628943
887,7.280038360294099
704,7.277614151374995
648,7.191951072361193
139,7.153597662597516
462,7.064161498784759
241,7.060709499533314
90,7.060532477252951
146,7.053403004280405
638,7.05307955933573
741,7.052732883412938
966,7.029087459108975
651,7.0229970597681435
96,7.017946183303306
201,6.989173814764234
618,6.986776356419326
290,6.983315898197552
306,6.969876488314461
742,6.968205666983458
105,6.964583209655379
206,6.958826550142394
533,6.951238838642731
30,6.9470879576991855
509,6.94110935477351
740,6.928818159010691
542,6.909520486010874
624,6.888804912267998
697,6.886237793681824
144,6.842025804486142
773,6.829966603647569
91,6.773150480515665
172,6.69578874528823
213,6.675608146273701
603,6.6713002714280485
857,6.6710643243740515
214,6.6650493248658185
65,6.646791943091468
949,6.576653365484971
628,6.576609123964376
4,6.5662040441431815
721,6.541534855788307
442,6.518527682706083
652,6.444962489410509
655,6.426405648627254
124,6.423226214638651
573,6.412030969477396
455,6.404183902056587
684,6.394838984196199
50,6.394454842627802
616,6.3789326518096034
779,6.365225223740902
492,6.360808433123435
713,6.354242031196697
793,6.343441694431383
3,6.326412180667364
448,6.292589063899907
268,6.2836315172238
408,6.275931174544105
291,6.273339964095941
305,6.269167622576037
171,6.255348778989607
84,6.2459846180127485
493,6.243131804656145
16,6.240967345828433
8,6.228863236743272
663,6.227733713463601
700,6.202486725285956
435,6.188505030770726
474,6.177886272411363
145,6.1650075245489
662,6.130166332508255
545,6.12102447419149
412,6.10834362751189
413,6.096521461308875
456,6.085075164899763
701,6.084588459552961
718,6.080698916788274
620,6.06908098069969
497,6.057786478085202
665,6.050589074694482
1126,6.0501840651527505
796,6.037433213550347
407,6.037289453260602
541,5.998908714894248
445,5.998604100546838
802,5.990052631645693
222,5.980099820386751
85,5.974588641095879
737,5.969720211383459
570,5.961539636632285
1120,5.959716818894306
82,5.945720527918106
64,5.933262872588018
17,5.924256453718727
563,5.886484361882323
330,5.880436963271344
221,5.879661881368668
696,5.869764110407863
574,5.85457718100028
311,5.842888912965313
188,5.834534857202474
735,5.831956961050231
764,5.813070638019951
386,5.81072530526159
1045,5.791176851972837
170,5.769504481374908
444,5.74091381951098
283,5.726533677941386
605,5.717570280649471
763,5.690841082124725
123,5.681262800905102
527,5.664634259235058
510,5.642524891747415
155,5.60886017043281
781,5.592618487144201
140,5.580518148434279
732,5.576013279441396
367,5.567079514086756
366,5.558085004141909
401,5.548349799342604
554,5.535877334498198
551,5.532300043334564
411,5.452974408551001
97,5.450844010854492
270,5.439153032497615
69,5.429354677120726
211,5.4197428794915705
288,5.418671762698675
70,5.403333338315629
759,5.390309259783665
187,5.359544916082502
451,5.319201812180161
195,5.318001265006547
2,5.304965407641742
1,5.291566846108425
461,5.288480156959046
63,5.266861201861165
647,5.2293781509538295
571,5.2239907896933175
13,5.199097790411184
553,5.162385815897256
393,5.1621011719059915
702,5.157245804925777
212,5.145111991281692
163,5.112738743396491
502,5.112208284569707
795,5.105606401134744
597,5.098770923197335
619,5.084941402723398
640,5.079899363351579
559,5.0741271882326755
524,5.074006766812236
515,5.040994724726888
566,5.038424716395535
83,5.022149053605355
532,5.0214790693980795
634,5.007590402789956
232,5.000856750648947
422,4.98792555101287
334,4.969888684501752
475,4.9364383782540795
550,4.928327198652916
681,4.926728570505751
694,4.921585370279707
275,4.858972055694426
762,4.849745918607054
72,4.845872342211945
783,4.822639952013934
203,4.817375561486349
1149,4.817353922042701
488,4.753980492523891
258,4.7491111381823385
494,4.7335999343649675
682,4.731687508083642
627,4.72632646611205
427,4.712392404954823
428,4.704296764662636
215,4.69653803158007
523,4.696266375087497
604,4.6716434212377385
629,4.671161958335334
770,4.664699739088018
153,4.652845193403134
633,4.632877561103947
289,4.614985488283699
748,4.5850329273617385
62,4.578025516137349
186,4.573953873477047
223,4.561151409564391
152,4.556755890336913
565,4.532563627155165
564,4.450676336976302
560,4.446974418606066
705,4.44471751329905
420,4.441771404372322
558,4.418906354248853
606,4.41259756603133
404,4.400976558445511
25,4.386131306448495
543,4.347733313777176
636,4.321554614437381
495,4.306385040390117
45,4.2796627157271905
675,4.273038389102295
610,4.272189674522294
92,4.242001827935778
669,4.2282843658401195
95,4.187843143781554
664,4.182097722757658
274,4.169137821398073
43,4.160307462855316
325,4.152686522755729
692,4.128313605538616
615,4.11460044399468
998,4.075709843021081
666,4.0653910342638735
516,4.051639109290901
48,4.027899007321901
709,4.011480047996843
489,3.9785285990041297
323,3.8953058908781193
273,3.8597475167454953
266,3.83728764516231
226,3.794329016339769
635,3.7492127114146867
673,3.739822618825292
464,3.7225959471713392
380,3.7057825640610513
202,3.6764946751772776
41,3.623592893545112
685,3.6105635492261166
587,3.582415108642769
1051,3.5410670202050007
878,3.533258362535844
997,3.5233322359966817
267,3.521608499552298
93,3.4761629432111087
204,3.4732283847272463
687,3.4726842712807313
405,3.4445553321062943
534,3.4244620653315674
612,3.417828793739836
292,3.417490753645417
787,3.2660171563152263
36,3.235446615701694
406,3.2229383704315064
643,3.2072610174397047
728,3.184146249803895
468,3.095748176870693
53,3.0630354094835752
447,3.0549110319720345
733,3.0396919052178073
698,3.037618532934111
785,3.0296285278988018
353,3.008444160060669
546,2.9157713570021646
518,2.908948295740594
561,2.903992968524677
1100,2.89376714537378
403,2.8563668925742043
132,2.799056304321486
28,2.7937609882368495
804,2.679101630455661
1099,2.664111835951358
905,2.6465375923195444
438,2.601167116034225
611,2.5397000323293306
1087,2.4736541261344187
712,2.46044285155201
746,2.399134523685981
708,2.312298620523589
167,2.281932297394106
400,2.237924843655395
601,2.186434495109695
327,2.105050762056722
326,2.0476830940361177
562,2.040992358503217
26,1.9885034450514056
423,1.8617662049794041
439,1.8368440631674796
529,1.822601180842013
1140,1.7640053464041578
387,1.7503261533939458
693,1.733443432915708
723,1.722064168551164
984,1.6509973137777048
715,1.4573267615044396
503,1.4506951907411052
166,1.4472357537453888
363,1.2707805518971997
192,1.1671248996294543
725,0.9927233364396236
972,0.96933094503606
180,0.9496256759772911
977,0.9162283911732886
943,0.9097515937174626
460,0.9034842493430655
410,0.9031615284617642
421,0.8419779976804438
459,0.7877623783108894
338,0.7087043628113404
49,0.6167900140613882
80,0.6111714501954216
782,0.5012839939395907
1012,0.48029616281690496
79,0.46824335509592396
440,0.4618714941184733
336,0.4393635814114738
374,0.42773242050337157
37,0.3022108963174711
487,0.27531750552137413
339,0.2215459199329115
1095,0.0
1094,0.0
1076,0.0
391,0.0
1089,0.0
431,0.0
122,0.0
68,0.0
169,0.0
271,0.0
1125,0.0
1119,0.0
586,0.0
768,0.0
1118,0.0
193,0.0
98,0.0
104,0.0
61,0.0
1117,0.0
1141,0.0
54,0.0
67,0.0
850,0.0
945,0.0
930,0.0
129,0.0
482,0.0
481,0.0
815,0.0
947,0.0
955,0.0
958,0.0
472,0.0
362,0.0
970,0.0
644,0.0
986,0.0
1038,0.0
1147,0.0
1124,0.0
1019,0.0
247,0.0
1024,0.0
1030,0.0
436,0.0
1027,0.0
1039,0.0
934,0.0
1046,0.0
508,0.0
1044,0.0
507,0.0
896,0.0
889,0.0
919,0.0
1133,0.0
1054,0.0
1028,0.0
324,0.0
689,-0.04497436395742898
458,-0.11828102505699065
922,-0.13687517815192937
225,-0.19171751974787954
499,-0.3175546285253712
44,-0.3220269496092802
259,-0.3608652546613291
756,-0.7304741493734428
125,-0.8281810388005187
750,-0.9496564150091428
923,-1.0183872213587388
164,-1.0583795916118763
78,-1.1469437471220552
719,-1.3469539977788225
376,-1.4659843130783807
747,-1.5401473637223921
313,-1.5609246427928345
38,-1.652456073357474
794,-1.737261215150295
466,-1.779355963811624
149,-1.8109809687771121
547,-1.8821709170034153
676,-1.8999625122346147
354,-2.1237292410929776
471,-2.213694301840929
752,-2.417389984822924
332,-2.5200411692193305
340,-2.5944134855388548
667,-2.5962292926932395
191,-2.616812411182134
419,-2.645788081238818
388,-2.758695718379945
699,-2.899429872121146
717,-2.928209107261216
754,-3.0984647603214777
179,-3.1554945585757372
237,-3.46836542031504
314,-3.611822115327272
465,-3.6450083343724735
668,-3.670836016797822
584,-3.7772181095557014
27,-3.7801655607120552
111,-3.8090167955047507
688,-3.9347338803213114
409,-4.057727403119075
470,-4.102101468182403
727,-4.229315854694212
716,-4.2853616804506816
126,-4.451059561811774
659,-4.771313677751922
375,-4.771782289937293
477,-5.089572902608372
418,-5.1196507320770355
162,-5.324402363549947
809,-5.4083282372506565
130,-5.536448092744209
185,-5.582989263636195
579,-5.677456202733186
690,-5.889633904166063
650,-5.965236661910528
707,-6.170120908235645
639,-6.233069225005828
248,-6.592260913209204
165,-6.6933475945112
383,-6.760345359800679
583,-7.147306360791488
786,-7.299268191752546
117,-7.433639833010848
121,-7.811501313431185
128,-7.864580841041705
183,-7.897367914179957
491,-8.071683674304422
296,-8.1751903372783
926,-8.225288298021367
272,-8.253063254245479
632,-8.278337074177887
131,-8.335744414486065
352,-8.393466849769725
256,-8.542472987278888
317,-8.62600585100136
158,-8.667101885010336
913,-8.711730743521693
205,-8.724016701859393
720,-8.751565063771075
318,-8.77959819052669
594,-8.794447994663093
134,-8.892733409286887
66,-8.987229116340792
490,-9.07534055998142
135,-9.126810372393503
531,-9.12815206178978
143,-9.148032629769821
642,-9.16286267495451
194,-9.249217641075418
544,-9.261068265691137
150,-9.311699572879595
730,-9.349065540252962
384,-9.35305123838778
585,-9.610847632388191
1134,-9.643083290422158
1142,-9.688601011209782
1112,-9.747496996565204
646,-9.762045529972214
884,-9.769955230022402
142,-9.776883803651115
331,-9.815963898105675
148,-9.887442233410637
866,-10.210700694568844
263,-10.286125656904952
686,-10.402088356023173
51,-10.419634362086082
57,-10.465419530005935
806,-10.623697666704397
141,-10.626833781711358
351,-10.735339974895311
52,-10.81808213446432
161,-11.061128359360813
695,-11.22924024011934
147,-11.495792302126533
749,-11.5096819055429
1000,-11.648235204062843
224,-11.719807164448532
394,-11.78119582331586
671,-11.808495596270005
537,-11.834635148899977
137,-11.850908377722842
706,-12.201950196085978
42,-12.202440097785527
1034,-12.311547866567825
982,-12.448112232124968
1122,-12.535112266498254
521,-12.556699967635545
303,-12.833122111755724
228,-13.065823055451872
789,-13.18945496512544
743,-13.320894241857637
218,-13.343051519597434
621,-13.451776316412031
114,-13.501167756163094
567,-13.72474200296013
765,-13.88999608978876
389,-14.037572716571
1101,-14.579138284948307
302,-14.768521633909074
771,-14.831410224349534
227,-15.035952144603812
293,-15.357521264388692
811,-15.712211136562166
883,-15.832388669864672
522,-16.1824376333704
284,-16.40038441404291
645,-16.643570994372098
761,-16.73857518725382
868,-16.928969030301335
249,-17.177783610782253
236,-17.214387567293436
946,-17.455955907046388
294,-17.471153999863336
602,-17.620391884912724
578,-18.10766351166998
1121,-18.77395441238865
159,-19.057386899508355
244,-19.15806805248776
948,-19.333691904913742
637,-19.361803196968776
358,-19.436729401423833
739,-19.533155139356595
623,-19.688689518411
479,-20.01863095979949
33,-20.1467407236325
517,-20.156866159004725
321,-20.253339110938754
168,-20.563664531616208
971,-20.606287621892175
399,-20.664437397399986
1031,-20.672376663842837
751,-20.868948161703802
32,-20.97583931623696
657,-20.992331591943067
229,-21.065891041935952
807,-21.187548773123392
285,-21.223760166615655
19,-21.225258656238623
357,-21.244721537232184
240,-21.267050337979274
235,-21.426184186339196
279,-21.426317411470496
598,-21.45083909965796
35,-21.50041733182263
734,-21.601926442787416
347,-21.69552588411325
278,-21.717196866987294
798,-21.85479038953508
478,-21.868451612484954
414,-21.95777918165961
757,-22.11611875180904
385,-22.151085593182778
641,-22.151449119866335
230,-22.173601072791875
239,-22.259975851452634
234,-22.44502861017739
486,-22.513781686682716
113,-22.556779631625563
34,-22.895466289124013
87,-23.02056290700501
617,-23.18036205382547
369,-23.537732657395985
672,-23.61159339352916
246,-23.84177888098011
356,-24.216350682918993
260,-24.61662804069726
233,-24.688526286237234
189,-24.70780174254278
777,-24.71634056409906
265,-24.84016349340583
745,-25.011503775142774
661,-25.60219316884007
679,-25.847573848603723
382,-26.161510952098855
103,-26.365281523843276
769,-26.39343275021923
160,-26.71896916789198
528,-26.74342567058408
88,-26.94403828298455
758,-27.10469222242186
1123,-27.337521972707307
264,-27.35234066306949
556,-28.19966057764652
282,-28.312422945866462
1061,-28.81763603123436
658,-29.052388370325012
1062,-29.35971321149429
937,-29.668819634673977
281,-29.904991600516272
118,-30.675904320840342
60,-30.701496893593188
398,-30.759712713129545
703,-31.40873659623343
346,-31.515155678927588
656,-31.852663511785973
1040,-31.997069601184002
654,-32.28603121645717
175,-33.367785323656754
799,-34.018714191131444
867,-34.35892295892009
9,-34.577996771923395
106,-34.62379139181244
377,-34.694567842741904
622,-34.74135297343532
196,-35.40970357275954
766,-35.62238186551953
729,-36.23622641781621
178,-36.43520534022887
498,-37.40685825363667
801,-38.06111756667402
772,-38.30243480251649
1020,-38.83314771983272
800,-39.086798668594504
755,-39.58199989530343
261,-39.787734291546464
77,-40.653829947845324
660,-40.97900590015253
600,-42.55489511575873
1081,-42.77823192549144
631,-42.865345966871296
792,-43.87221822695258
678,-44.187162750298356
677,-44.59738824680471
776,-44.859523614436114
519,-45.31943667033645
176,-45.56776880920622
557,-45.85810168482066
364,-46.170386232167886
856,-47.00074772460489
996,-47.55742468108794
582,-48.08207147930551
1082,-48.73368607194924
1080,-50.46981329533525
753,-50.8060389859102
402,-54.74868589337291
649,-54.852537076574805
434,-56.55380082165402
94,-57.20059418241218
361,-58.01065773975649
242,-58.18781892145978
426,-58.33024277874739
18,-61.53194237895556
683,-67.43376190176603
381,-69.70516648925397
454,-71.01815927183578
513,-71.11900360499845
368,-73.6398525800852
209,-76.68606448302467
390,-78.32593319499178
626,-85.11989114729788
208,-87.5962935967231
360,-89.49659481838546
738,-90.21340798767325
790,-90.49606421772313
198,-100.8680679233289
359,-103.07551478715824
177,-109.02235646857451
286,-110.45419634419167
58,-112.1684182082149
568,-115.38989274230455
614,-116.82113485559276
691,-124.64232226480175
724,-125.62291757090303
736,-131.01454275966108
156,-140.05657938763383
453,-144.10816582305299
252,-152.06662079578575
245,-154.84892371711078
1037,-156.32767866513944
680,-168.46368774563948
190,-184.99240258564785
365,-201.29654952059406
722,-216.00498455368484
538,-248.82503866310896
670,-263.60559116486615
625,-470.18880437063126
674,-486.55810750606275
1032,-666.1465458969197
710,-899.3218279092998
449,-1269.0534258682128
711,-2160.797731119636
514,-2766.751276024944
81,-4611.216943008966
